evolution$generation,synthRankSize,nwThresholdQuantile,nwGmax,nwExponent,gravityWeight,gravityGamma,gravityDecay,hierarchyPopFinal,hierarchyClosenessFinal,rankCorrsPopClosenessFinal,evolution$samples
20000,0.3010733927524619,0.5909742101300537,0.01068640139342355,0.4221014149731772,8.730247709079997E-4,1.0753774615998757,482.2825343069629,-0.31061303858813155,-0.18676062902396134,-0.0389247311827957,13
20000,1.1909521453194973,0.17459933038933134,0.008451254394581543,1.1219362626831764,0.009202486363553199,4.5515657532237395,20.91786093667539,-1.9819768765895556,-0.17590527832943548,0.14795698924731182,14
20000,0.6683056775131184,0.188084262113623,0.028983449036045595,3.4575129614842073,0.003268232480275384,4.885842090017052,2.6463325457515374,-0.9182740458545036,-0.26570515702478864,0.22,17
20000,0.8562617315044501,0.019142137023077568,0.0191984635895416,5.0,0.002066016216666956,0.1711049577649288,299.7227121516816,-0.8657687900209676,-0.1668772140893331,0.06774193548387097,15
20000,0.5165809331446848,0.2897775517003045,0.019391482592226957,4.032046098376275,1.4127852732394476E-4,2.11708911725195,110.71238616757704,-0.5229441118272674,-0.262740955877668,0.18107526881720432,12
20000,1.560919893600785,0.940327451529274,0.012968708605554699,1.6428610477946113,0.0045419140116406,2.27588167947557,245.1785767085463,-1.9591268391230225,-0.19493765941042407,0.27376344086021503,9
20000,1.9399875024846598,0.923168746601592,0.03113701841684542,2.4854952805693804,4.106309155075459E-4,0.9401567902446434,9.014523346343589,-1.9646661402892123,-0.5024014741273257,0.3498924731182796,13
20000,0.8835493739761873,0.8909736836126624,0.03383096288674299,2.6442016670273416,0.0030808703382878976,3.2883023364902977,369.92511612308925,-1.152775904669709,-0.4128715319401608,0.37913978494623657,5
20000,1.9399872516587258,0.9231688358685423,0.031137018418183716,2.485495615837925,4.106309141050804E-4,0.9401566787027884,9.014608546278941,-1.9641801158089258,-0.5580943112794798,0.3602150537634409,11
20000,0.4850507217241288,0.5276337519061676,0.04958758717793223,4.288924629098783,0.005373846810867991,0.5070405274742595,89.88015585356567,-0.5434059257162754,-0.5927111957997531,0.40881720430107527,12
20000,0.8515468843651123,0.9320933190422213,0.03801857523806308,2.344263769127497,0.004868873787192855,2.653116723658658,251.16881934854467,-1.2614009337021679,-0.3743714315101104,0.3103225806451613,11
20000,0.16406902257690692,0.7317939937768311,0.02408956883356432,1.68281650701673,0.005379395804776242,2.8673087196101643,15.15886753181861,-0.38941578878479594,-0.45912638388177396,0.5688172043010753,10
20000,0.8399407815695434,0.393782542909878,0.04293776823489412,3.0605118741205137,0.00802387565362978,0.1829243079907117,488.32980811255976,-0.878847689685415,-0.38243369021232254,0.12150537634408601,13
20000,1.939987251658726,0.9231688358685423,0.031137018418183712,2.485495615837925,4.1063170689107037E-4,0.940156701506229,9.014608546278941,-1.966709767317943,-0.5332771735740611,0.2793548387096774,18
20000,1.9580130110659988,0.35537654947711544,0.0303252693260732,3.514021822200454,4.248288037298709E-4,2.2148532891764985,366.7443629576699,-1.9959032388423954,-0.312382280789912,0.5,11
20000,1.958013011065999,0.3553765494771154,0.0303252693260732,3.514021392315032,4.248288037298709E-4,2.2148532891764985,366.7443629576699,-1.9958854509696367,-0.31831158838972295,0.5486021505376344,10
20000,1.6551790112552376,0.76983640824064,0.021383128569692236,2.5031396964347863,0.004029093305367309,3.199399231014448,348.253651749828,-2.0134719403601715,-0.2903708809583807,0.4969892473118279,9
20000,0.1275133332458404,0.4172156564371895,0.04690953730970761,4.821622825924106,0.002229544870499837,4.747228377194738,193.89423411973667,-0.19970641962457164,-0.42322218158928504,0.4187096774193549,7
20000,0.8667782809720572,0.25609921725097257,0.030837346229665774,3.8423490442917774,0.0027536194210388797,4.795109653675754,431.02365973338027,-1.1128362319025962,-0.2535452095528099,0.39698924731182794,18
20000,1.7737433734424184,0.3990184217997632,8.348435529809127E-5,4.781903033792946,0.006298986091334085,2.3093428465251167,466.32246788098047,-2.32308490968069,-0.14687584859527583,-0.04666666666666667,9
20000,0.4987672216627379,0.04327079587509418,0.029565571766870594,0.4116965581525561,0.007984434201182526,0.07540860795651293,363.0992296297235,-0.5071021523436233,-0.20542875842391595,-0.024516129032258062,18
20000,0.953941906558904,0.0,0.05,3.608351037614914,0.009695013194448095,0.0,21.889840235994356,-0.9539419065588974,-0.18105869719763895,-0.12365591397849462,6
20000,0.9473132072218369,0.38465829473806173,0.04923466438270135,0.984805132281793,0.0018869477223391318,0.2751459176700799,162.6059862381038,-0.9639348373318838,-0.27735250692834346,0.029462365591397848,5
20000,1.412856977755662,0.5736131726867132,0.00437405714704362,0.6438158132118931,0.008385653013198007,0.9629007136145841,332.12594508965526,-1.9512083131984337,-0.13829193437117077,0.08086021505376345,6
20000,0.7070928965004663,0.9015452468885605,0.019989201510458788,1.2474923343191924,0.008616101218261604,3.8274520495037345,126.48929452540926,-1.4422775086318755,-0.2788630278712765,0.3365591397849462,17
20000,1.5498103242975247,0.7827456230582873,0.04252185301823949,3.9141802567680815,0.002847365726562472,4.03805121427183,149.93282728167233,-1.8055257736436936,-0.5479848548798739,0.5339784946236559,11
20000,0.1,0.8873393948458282,0.0376446936998334,1.140305638763104,0.003558869115368643,4.450212324684883,195.27980196111284,-0.18988508285501227,-0.2897987003106024,0.30043010752688176,15
20000,0.8037903456406568,0.3658542968653669,0.03601890475192434,1.4044738424086107,0.004542791273618593,0.4594154211126611,50.891565168705526,-0.8621229362920262,-0.3194280135035095,0.14064516129032256,12
20000,1.8060986019107133,0.6217877544466588,0.025766416224956804,2.7311091665819696,0.00516751725790453,0.4818943700573009,240.4287012279085,-2.0028870003163415,-0.3291671793682731,0.3993548387096774,9
20000,0.1237602742862643,0.20348408251892025,0.04682270750681359,0.7116109197934928,0.0048127882634397805,2.4459265963690244,289.98963617368895,-0.1859860500901689,-0.25227887401125754,0.12516129032258067,12
20000,0.12376019671069395,0.20348408251892025,0.04682270750681358,0.7116109197934928,0.0048127882634397805,2.4459265963690244,289.98963617368895,-0.1861686344918768,-0.2544760454958443,0.19720430107526882,17
20000,0.17702100663242254,0.4823850383551264,0.002708417332415191,2.246859043307608,0.0010010225553238451,1.9504513775880228,349.9889994564544,-0.18909200529379216,-0.19830710604617258,-0.0832258064516129,11
20000,0.7328637222357116,0.42647148783565175,0.047325960463922505,2.3563498269427443,3.3419747108088594E-4,3.247643255534749,368.7663731424178,-0.7595917945657924,-0.5062933864533425,0.6470967741935484,12
20000,1.23304348800858,0.26188950611908357,0.04660542114152542,5.0,0.0,0.9560844975135863,412.18376009222396,-1.2330434880085743,-0.37246932985616554,0.5086021505376344,19
20000,0.9522672985537162,0.5585800904220002,0.022844382981984088,3.9351704121606867,0.0026391238915612738,0.0,410.16243905291145,-0.9522672985537107,-0.3080154491024769,0.0664516129032258,9
20000,1.0769450649187688,0.0647383181610462,0.046011299667532105,2.3250779220852333,0.004210037177734858,3.9922791745474018,170.42694863313025,-1.4500033456364503,-0.19586135963018025,0.23010752688172043,12
20000,1.3998716123425259,0.48217987856085226,0.029834232082091974,3.7906072033933444,0.0011774095114632812,3.220007215307572,371.3187063333497,-1.5054228535327765,-0.3667531550843555,0.6350537634408602,14
20000,1.989450442933098,0.3644247625236815,0.013382320760313898,0.6861611798610907,0.0071421789787163075,4.053152243279393,444.179219630534,-2.6128974476680775,-0.19336313986904408,0.3468817204301075,4
20000,0.21998000824432332,0.2782532895133851,0.04189858489473611,2.56209884861504,0.008139187831805068,0.7123160123873902,467.8762036736843,-0.2625649810231794,-0.29759925396041864,0.12494623655913978,14
20000,0.1,0.3420178538702178,0.05,5.0,8.540460814877049E-4,5.0,240.64262196203174,-0.1172032571080529,-0.3996607859879687,0.3864516129032258,10
20000,0.1,0.3457578482029539,0.04705507461553074,4.9764277400510215,8.540460814877049E-4,5.0,240.64262196203174,-0.11792442135356068,-0.40122516139874603,0.5683870967741935,10
20000,0.1,0.34201657025393833,0.04600821307889637,5.0,0.002243776175732883,5.0,244.3821017395521,-0.15547140621243588,-0.4012593375597107,0.41913978494623655,11
20000,0.1,0.627774340262258,0.048768879044968044,3.3605641538461,0.006103967055101127,0.0,420.6560331200214,-0.09999999999999498,-0.4379875032824835,0.02946236559139785,8
